Paragraph,TitleChinese,TitleEnglish,ChineseText,EnglishText,URL,Chapter Chinese,Chapter English,link_title,Book Chinese,Book English,Book period,earliest_date,latest_date,original_translation
21,頤之,,噬嗑：隨陽轉行，不失其常。君安於鄉，國無咎殃。,"Eating bite: Following the yang, it moves in its course, without losing its constancy. The ruler is at ease in the countryside, and the nation suffers no calamity.",https://ctext.org/jiaoshi-yilin/yi-zhi,頤之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
40,坤之,,損：拜跪請免，不得其哺。俛首衘枚，低頭北去。,"Loss: Bowing down to request exemption, not receiving nourishment. Lowering my head with a tight grip, I turn my head north.",https://ctext.org/jiaoshi-yilin/kun-zhi,坤之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
1,損,Sun,巳事遄往，尚合志也。,'He suspends his own affairs and hurries away (to help the subject of the fourth line):' - the (subject of that) upper (line) mingles his wishes with his.,https://ctext.org/book-of-changes/sun2,,Sun,book-of-changes,周易,Book of Changes,['Western Zhou'],-1046.0,-771,True
0,釋首飾,,冠，貫也，所以貫韜髮也。,"A crown is something that connects, it is used to fasten hair into a bun.",https://ctext.org/shi-ming/shi-shou-shi,釋首飾,,shi-ming,釋名,Shi Ming,['Eastern Han'],190.0,210,
178,中山經,,又東三十里，曰鮮山，其木多楢杻苴，其草多𧄸冬，其陽多金，其陰多鐵。有獸焉，其狀如膜大，赤喙、赤目、白尾，見則其邑有火，名曰𤝻即。,"Thirty more li to the east, there is Xian Mountain. It has many oak trees and shrubs, and its grass is abundant with winter grasses. Its sunlight is rich in gold, while its shade is abundant in iron. There is a beast there, resembling a large membrane, with a red beak, red eyes, and a white tail. When seen, it signifies that there will be a fire in the town, known as the ‘Fiery Watch’ (Yingji).",https://ctext.org/shan-hai-jing/zhong-shan-jing,中山經,,shan-hai-jing,山海經,Shan Hai Jing,"['Warring States', 'Han']",-475.0,220,
4,立政,Establishment of Government,嗚呼！其在受德暋，惟羞刑暴德之人，同于厥邦；乃惟庶習逸德之人，同于厥政。帝欽罰之，乃伻我有夏，式商受命，奄甸萬姓。,"The way of Jie, however, was act to observe this precedent. Those whom he employed were cruel men; and he left no successor. After this there was Tang the Successful, who, rising to the throne, grandly administered the bright ordinances of God. He employed, to fill the three (high) positions, those who were equal to them; and those who w ere called possessors of the three kinds of ability would display that ability. He then studied them severely, and greatly imitated them, making the utmost of them in their three positions and with their three kinds of ability. The people in the cities of Shang were thereby all brought to harmony, and those in the four quarters of the kingdom were brought greatly under the influence of the virtue thus displayed. Oh! when the throne came to Shou, his character was all violence. He preferred men of severity, and who deemed cruelty a virtue, to share with him in the government of his states; and at the same time, the host of his associates, men who counted idleness a virtue, shared the offices of his court. God then sovereignly punished him, and caused us to possess the great land, enjoy the favouring decree which Shou had (afore) received, and govern all the people in their myriad realms.""",https://ctext.org/shang-shu/establishment-of-government,立政,Establishment of Government,shang-shu,尚書,Shang Shu,['Spring and Autumn'],-772.0,-476,True
23,小旻之什,Decade Of Xiao Min,奕奕寢廟、君子作之。秩秩大猷、聖人莫之。他人有心、予忖度之。躍躍毚兔、遇犬獲之。,"Very grand is the ancestral temple; -A true sovereign made it.Wisely arranged are the great plans; -Sages determined them.What other men have in their minds,I can measure by reflection.Swiftly runs the crafty hare,But it is caught by the hound.",https://ctext.org/book-of-poetry/decade-of-xiao-min,小旻之什,Decade Of Xiao Min,book-of-poetry,詩經,Book of Poetry,['Western Zhou'],-1046.0,-771,True
23,鄧寇列傳,,章和二年，護羌校尉張紆誘誅燒當種羌迷吾等，由是諸羌大怒，謀欲報怨，朝廷憂之。公卿舉訓代紆為校尉。諸羌激忿，遂相與解仇結婚，交質盟詛，眾四萬餘人，期冰合度河攻訓。先是小月氏胡分居塞內，勝兵者二三千騎，皆勇健富彊，每與羌戰，常以少制多。雖首施兩端，漢亦時收其用。時迷吾子迷唐，別與武威種羌合兵萬騎，來至塞下，未敢攻訓，先欲脅月氏胡。訓擁衛稽故，令不得戰。議者咸以羌胡相攻，縣官之利，以夷伐夷，不宜禁護。訓曰：「不然。今張紆失信，眾羌大動，經常屯兵，不下二萬，轉運之費，空竭府帑，涼州吏人，命縣絲髮。原諸胡所以難得意者，皆恩信不厚耳。今因其迫急，以德懷之，庶能有用。」遂令開城及所居園門，悉驅群胡妻子內之，嚴兵守衛。羌掠無所得，又不敢逼諸胡，因即解去。由是湟中諸胡皆言「漢家常欲鬥我曹，今鄧使君待我以恩信，開門內我妻子，乃得父母」。咸歡喜叩頭曰：「唯使君所命。」訓遂撫養其中少年勇者數百人，以為義從。,"In the second year of Zhanghe, the Protector General of the Qiang, Zhang Yu, lured and executed the Qiang leader Dangzhong and the others like Miwu. As a result, the Qiang were very angry and conspired to seek revenge, which worried the court. The officials recommended Xu Jin to replace Yu as Protector General. The Qiang, inflamed with anger, joined together to resolve their grievances through marriage, exchanged hostages, and vowed together, numbering over forty thousand people, planning to cross the ice and attack Xu. Previously, the Lesser Yuezhi, led by Hu Fen, dwelt within the passes, with two or three thousand cavalry, all brave and strong, often defeating the Qiang with a smaller force. Although they both engaged in conflicts, the Han sometimes gained from them as well. At that time, Miwu's son Mi Tang, allied with the Qiang of Wuwei to bring ten thousand cavalry to the lower passes, but did not dare to attack Xu; instead, they wanted to threaten the Lesser Yuezhi. Xu, having the guards stationed, ordered that there be no battle. The advisors all reasoned that it would be beneficial for the county officials if the Qiang and Hu fought against each other, urging that it was inappropriate to restrict the protection. Xu replied, 'Not so. Now that Zhang Yu has lost trust, the Qiang are greatly agitated, commonly garrisoning troops numbering no less than twenty thousand. The costs of transporting these forces empty the treasury, and the officials of Liangzhou are burdened with their duties. The reason why the Hu have had difficulty achieving their goals is that they lack respect and trust. Now, due to their urgent situation, let us win them over with virtue, so that they may become useful.' He then ordered the opening of the city gates and the doors of the garden where they resided, and all Qiang wives and children were to be brought inside, with strict military guards in place. The Qiang were unable to seize anything and did not dare to threaten the Hu, and so they retreated. As a result, the Hu in the Huang Zhong region all said, 'The Han family always wants to fight against us, but now Governor Deng regards us with kindness and trust, opening the gates to allow our wives and children inside, thus we can return to our parents.' They all rejoiced and prostrated, saying, 'We follow the commands of the Governor.' Xu thus raised several hundred young and brave men among them as his followers.",https://ctext.org/hou-han-shu/deng-kou-lie-zhuan,鄧寇列傳,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
31,衣部,,褎：袂也。从衣𥝩聲。,Wrapper: it refers to the sleeves of clothing. It is associated with the sound of the character for clothing.,https://ctext.org/shuo-wen-jie-zi/yi-bu3,衣部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
88,夏小正,,荓秀。荓也者，馬帚也。,Pang Xiu. Pang refers to a horse broom.,https://ctext.org/da-dai-li-ji/xia-xiao-zheng,夏小正,,da-dai-li-ji,大戴禮記,Da Dai Li Ji,['Eastern Han'],100.0,200,
52,西山經,,又西二百八十里，曰章莪之山，無草木，多瑤碧。所為甚怪。有獸焉，其狀如赤豹，五尾一角，其音如擊石，其名如猙。有鳥焉，其狀如鶴，一足，赤文青質而白喙，名曰畢方，其鳴自叫也，見則其邑有譌火。,"Two hundred eighty li to the west, there is the mountain Zhang'e, devoid of grass and trees, yet abundant in jade-like stones. It is very strange. There is a beast there, resembling a red leopard, with five tails and one horn; its sound is like that of striking stones, and it is called 'Zheng.' There is also a bird there, resembling a crane, with one leg, red markings on a green body and a white beak, known as 'Bi Fang.' Its call serves as a warning; when seen, it indicates that there will be a fire in the town.",https://ctext.org/shan-hai-jing/xi-shan-jing,西山經,,shan-hai-jing,山海經,Shan Hai Jing,"['Warring States', 'Han']",-475.0,220,
9,外傳記軍氣,,齊故治臨菑，今濟北、平原、北海郡、菑川、遼東、城陽，虛、危也。,"The State of Qi once governed Linzi; now, Jibei, Pingyuan, Beihai Commandery, Zichuan, Liaodong, and Chengyang are in a state of emptiness and danger.",https://ctext.org/yue-jue-shu/wai-zhuan-ji-jun-qi,外傳記軍氣,,yue-jue-shu,越絕書,Yue Jue Shu,['Eastern Han'],1950.0,1970,
7,公西赤問,,顏淵之喪既祥，顏路饋祥肉於孔子，孔子自出而受之。入，彈琴以散情，而後乃食之。,"When Yan Yuan's mourning had already been solemnized, Yan Lu sent a gift of sacrificial meat to Confucius. Confucius went out to receive it. Upon entering, he played the zither to disperse his feelings, and only then did he eat it.",https://ctext.org/kongzi-jiayu/gong-xi-chi-wen,公西赤問,,kongzi-jiayu,孔子家語,Kongzi Jiayu,['Han'],-206.0,220,
56,方術列傳下,,初，章帝時有壽光侯者，能劾百鬼眾魅，令自縛見形。其鄉人有婦為魅所病，侯為劾之，得大蛇數丈，死於門外。又有神樹，人止者輒死，鳥過者必墜，侯復劾之，樹盛夏枯落，見大蛇長七八丈，懸死其閒。帝聞而徵之。乃試問之：「吾殿下夜半後，常有數人絳衣被髮，持火相隨，豈能劾之乎？」侯曰：「此小怪，易銷耳。」帝偽使三人為之，侯劾三人，登時仆地無氣。帝大驚曰：「非魅也，朕相試耳。」解之而蘇。,"Initially, during the reign of Emperor Zhang, there was a Marquess of Shougong who could exorcise a multitude of ghosts and spirits, causing them to bind themselves and become visible. Among his fellow villagers, there was a woman afflicted by a spirit; the Marquess exorcised it and captured a large snake several zhang long, which died outside her door. Moreover, there was a divine tree near which any person who lingered would die, and birds that flew over would certainly fall. The Marquess again exorcised it, and during the peak of summer, the tree withered and shed its leaves. He saw a great snake seven or eight zhang long, which hung dead in its midst. The Emperor heard of this and summoned him. He then asked, 'Your Majesty, at midnight, there are often several people dressed in red garments with disheveled hair, carrying torches and following one another; can you exorcise them?' The Marquess replied, 'These are minor spirits; they are easy to dispel.' The Emperor pretended to have three men simulate them, and the Marquess exorcised the three men, who immediately collapsed to the ground, lifeless. The Emperor was greatly astonished and said, 'This is not a spirit; it is merely my test.' He then undid the spell, and they revived.",https://ctext.org/hou-han-shu/fang-shu-lie-zhuan-xia,方術列傳下,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
248,言部,,讜：直言也。从言黨聲。,Zhang: It means straightforward speech. It derives from the words of a party's voice.,https://ctext.org/shuo-wen-jie-zi/yan-bu,言部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
26,蕭望之傳,,由字子驕，為丞相西曹衛將軍掾，遷謁者，使匈奴副校尉。後舉賢良，為定陶令，遷太原都尉，安定太守。治郡有聲，多稱薦者。初，哀帝為定陶王時，由為定陶令，失王指，頃之，制書免由為庶人。哀帝崩，為復土校尉、京輔左輔都尉，遷江夏太守。平江賊成重等有功，增秩為陳留太守。元始中，作明堂辟雍，大朝諸侯，徵由為大鴻臚，會病，不及賓贊，還歸故官，病免。復為中散大夫，終官。家至吏二千石者六七人。,"You, Zizi, were appointed as the official of the Western Censorate, then promoted to the position of General of the Guards, and later as Deputy Colonel of the Xiongnu. Afterward, you were recognized for your virtue and appointed as the Administrator of Dingtao, and then promoted to Commandant of Taiyuan, and Administrator of Anding. Your governance of the district was well-regarded, and many recommended you. Initially, when Emperor Ai was the King of Dingtao, you served as its Administrator but lost the favor of the king, and shortly after, you received an edict demoting you to commoner. After Emperor Ai’s death, you became the Chief Commander of the Recovery Troops and then served as the Left Assisting Commandant of the Capital, before being promoted to Administrator of Jiangxia. You achieved merit in pacifying the bandits Cheng Zhong and others, leading to an increase in your rank as Administrator of Chenliu. During the Yuan-shi period, you were involved in the construction of the Ming Hall and the Pi-Yong, where the lords gathered for a grand assembly, and you were called to serve as the Grand Minister of Ceremony. Unfortunately, due to illness, you could not attend, and returned to your previous position, and were excused due to your health. You were reinstated as a Grand Gentleman of the Central Court, and completed your service. Your family produced six or seven who attained the status of officials at the rank of two thousand stones.",https://ctext.org/han-shu/xiao-wang-zhi-zhuan,蕭望之傳,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
35,酷吏列傳,,論曰：古者敦庬，善惡易分。至於畫衣冠，異服色，而莫之犯。叔世偷薄，上下相蒙，德義不足以相洽，化導不能以懲違，遂乃嚴刑痛殺，隨而繩之，致刻深之吏，以暴理姦，倚疾邪之公直，濟忍苛之虐情。漢世所謂酷能者，蓋有聞也。皆以敢捍精敏，巧附文理，風行霜烈，威譽諠赫。與夫斷斷守道之吏，何工否之殊乎！故嚴君蚩黃霸之術，密人笑卓茂之政，猛既窮矣，而猶或未勝。然朱邑不以笞辱加物，袁安未嘗鞫人臧罪，而猾惡自禁，人不欺犯。何者？以為威辟既用，而苟免之行興；仁信道孚，故感被之情著。苟免者威隙則姦起，感被者人亡而思存。由一邦以言天下，則刑訟繁措，可得而求乎！,"It is said: In ancient times, honesty and modesty prevailed, and good and evil were easily distinguished. When it came to attire and ornaments, differences in dress and color were not violated. In recent generations, deceit has taken root, with the high and low deceiving each other. Virtue and righteousness are no longer sufficient to harmonize; moral guidance cannot punish disobedience, which leads to harsh punishments and cruel executions, followed by punitive measures that result in deep-seated officials yielding to tyranny, relying on sinister methods that distort justice, suffering from the cruelty of merciless punishments. The so-called cruel ones of the Han dynasty are indeed notorious for this. They are all known for their audacity to protect their keen sensitivity, skillfully attached to written regulations, with their winds chilling and frosts severe, their power and reputation deafening. How different are they from the resolute and principled officials who uphold the path! Therefore, we observe that the severe techniques of tyrants like Huang and Ba, and the secret ridicule of policies by people like Zhuo and Mao, though fearsome, have often not triumphed completely. Yet, Zhu Yì does not subject people to punishment and humiliation; Yuan An has never wrongfully judged anyone; thus, the crafty and wicked restrain themselves, and people do not deceive or violate others. What is the reason? It is because when authority is effectively exercised, the actions of the unprincipled surface; but with kindness and trust in virtue, the feelings of those affected are profound. Where authority is merely a pretense, deception arises; where kindness is genuine, people think of survival when faced with loss. If we speak of one region, we may well reflect on the whole world; yet, the prevalence of punishments and lawsuits can be sought after!",https://ctext.org/hou-han-shu/ku-li-lie-zhuan,酷吏列傳,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
78,夫差內傳,,吳王臨欲伏劍，顧謂左右曰：「吾生既慚，死亦愧矣。使死者有知，吾羞前君地下，不忍睹忠臣伍子胥及公孫聖；使其無知，吾負於生。死必連繴組以罩吾目，恐其不蔽，願復重羅繡三幅，以為掩明，生不昭我，死勿見我形，吾何可哉？」,"The King of Wu, on the verge of falling on his sword, said to those beside him: 'Since I have lived in shame, I would also die in regret. If the dead have knowledge, I would be ashamed to face my previous lord in the afterlife, unable to bear seeing loyal subjects like Wu Zixu and Gongsun Sheng; if they have no knowledge, I would still be ungrateful to the living. In death, I must cover my eyes with a shroud, fearing it may not suffice. I wish to have three embroidered silks laid over again, to shield my vision from the light. In life, I was not seen; in death, let my form not be seen. How could this be? '",https://ctext.org/wu-yue-chun-qiu/fu-cha-nei-zhuan,夫差內傳,,wu-yue-chun-qiu,吳越春秋,Wu Yue Chun Qiu,['Eastern Han'],1950.0,2000,
12,升之,,否：時凋歲霜，君子疾病。宗女无辜，鄭受其殃。,"No: The time withers and frost falls, the gentleman suffers from illness. The honorable daughter is innocent, Zheng suffers its calamity.",https://ctext.org/jiaoshi-yilin/sheng-zhi,升之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
13,文公四年,,四年，春，晉人歸孔達于衛，以為衛之良也，故免之。,"In the fourth year, during spring, a man from Jin returned Kong Da to Wei, believing him to be of good character for Wei, and therefore pardoned him.",https://ctext.org/chun-qiu-zuo-zhuan/wen-gong-si-nian,文公四年,,chun-qiu-zuo-zhuan,春秋左傳,Chun Qiu Zuo Zhuan,['Warring States'],-468.0,-300,
6,大壯之,,訟：東行西窮，南北无功，張伯賣鹿，從者失羊。,"Lawsuit: Going east and reaching the west, without success in the south and north, Zhang Bo sells deer, and the followers lose their sheep.",https://ctext.org/jiaoshi-yilin/da-zhuang-zhi,大壯之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
173,孝和孝殤帝紀,,二月己未，詔兗、豫、徐、冀四州比年雨多傷稼，禁沽酒。夏四月，遣三府掾分行四州，貧民無以耕者，為雇犁牛直。,"In the second month of the year of Jimi, an edict was issued regarding the provinces of Yanzhou, Yuzhou, Xuzhou, and Jizhou, which had suffered from excessive rain in recent years, damaging crops and prohibiting the sale of wine. In the fourth month of summer, officials from the three ministries were sent to the four provinces to assist the impoverished farmers who had no means to plow, providing hired plow oxen at a fixed rate.",https://ctext.org/hou-han-shu/xiao-he-xiao-shang-di-ji,孝和孝殤帝紀,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
84,地理志,,齊郡，戶十五萬四千八百二十六，口五十五萬四千四百四十四。縣十二：臨淄，昌國，利，西安，鉅定，廣，廣饒，昭南，臨朐，北鄉，平廣，臺鄉。,"Qi County has 154,826 households and a population of 554,444. There are twelve counties: Linzi, Changguo, Li, Xian, Juding, Guang, Guangrao, Zhaonan, Linqu, Beixiang, Pingguang, and Taixiang.",https://ctext.org/han-shu/di-li-zhi,地理志,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
54,歷書,,閏十三大餘二十，小餘八百二十九；大餘四十五，小餘二十四；彊梧作噩神雀元年。,"Leap thirteenth, major remainder twenty, minor remainder eight hundred twenty-nine; major remainder forty-five, minor remainder twenty-four; the fierce crow, the god of dreams, first year.",https://ctext.org/shiji/li-shu1,歷書,,shiji,史記,Shiji,['Western Han'],-109.0,-91,
61,玉部,,瑩：玉色。从玉，熒省聲。一曰石之次玉者。《逸論語》曰：「如玉之瑩。」,"Ying: The color of jade. From jade, and 'ying' is a reduplication of sound. Another meaning refers to a stone that is next in quality to jade. The 'Lost Analects' states: 'As pure as jade.'",https://ctext.org/shuo-wen-jie-zi/yu-bu,玉部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
1,喜部,,憙：說也。从心从喜，喜亦聲。,"Xi: To say, to speak. It is composed of the heart and joy; joy is also a sound.",https://ctext.org/shuo-wen-jie-zi/xi-bu2,喜部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
12,大傳,Da Zhuan,別子為祖，繼別為宗，繼禰者為小宗。,"When any other son but the eldest became an ancestor of a line, he who succeeded him became the Honoured Head (of the branch); and his successor again became the smaller Head.",https://ctext.org/liji/da-zhuan,大傳,Da Zhuan,liji,禮記,Liji,['Warring States'],-475.0,-221,True
5,通有,,文學曰：「孟子云：『不違農時，穀不可勝食。蠶麻以時，布帛不可勝衣也。斧斤以時，材木不可勝用。田漁以時，魚肉不可勝食。』若則飾宮室，增臺榭，梓匠斲巨為小，以圓為方，上成雲氣，下成山林，則材木不足用也。男子去本為末，雕文刻鏤，以象禽獸，窮物究變，則穀不足食也。婦女飾微治細，以成文章，極伎盡巧，則絲布不足衣也。庖宰烹殺胎卵，煎炙齊和，窮極五味，則魚肉不足食也。當今世，非患禽獸不損，材木不勝，患僭侈之無窮也；非患無旃罽橘柚，患無狹廬糠糟也。」,"Literature says: 'Mencius said: ""If one does not neglect the agricultural seasons, grains cannot be exhausted. If silkworms and hemp are tended in due time, fabric cannot be exhausted. If axes and hatchets are used in due time, timber cannot be exhausted. If farming and fishing are done in due time, fish and meat cannot be exhausted."" If one then decorates palaces and adds terraces and pavilions, where carpenters carve great pieces into small, making circles into squares, with the upper part forming clouds and the lower part forming mountains, then there will be insufficient timber to use. If men abandon the fundamentals for the trivial, carving and engraving to depict birds and beasts, exhaustively exploring the characteristics of all things, then there will be insufficient grains to eat. If women embellish the minute and treat the delicate to create patterns, fully exerting their skills and craft, then there will be insufficient silk and fabric to wear. If butchers kill fetuses and eggs, stir-frying and roasting them harmoniously, exhaustively exploring the five flavors, then there will be insufficient fish and meat to eat. In today's world, the problem is not the loss of birds and beasts, or insufficient timber; the problem is the endlessness of extravagant desires; it is not the lack of taro and citrus, but the lack of humble thatched cottages and grain husks.""",https://ctext.org/yan-tie-lun/tong-you,通有,,yan-tie-lun,鹽鐵論,Yan Tie Lun,['Western Han'],81.0,81,
13,大畜之,,同人：欒子作殃，伯氏誅傷。州犂奔楚，失其寵光。,"Those in the same group: Luanzi brings calamity, the Bo family suffers punishment. The plow of the state rushes to Chu, losing its favor and brilliance.",https://ctext.org/jiaoshi-yilin/da-chu-zhi,大畜之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
11,噬嗑之,,泰：金精耀怒，帶劍過午。兩虎相距，弓弩滿野；雖憂無苦。,"Great: The golden essence shines in anger, bearing a sword past noon. Two tigers are at a distance, bows and crossbows fill the field; although there is worry, there is no suffering.",https://ctext.org/jiaoshi-yilin/shi-ke-zhi,噬嗑之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
18,魯語下,,「王后親織玄紞，公侯之夫人加之以纮、綖，卿之內子為大帶，命婦成祭服，列士之妻加之以朝服，自庶士以下，皆衣其夫。社而賦事，蒸而獻功，男女效績，愆則有辟，古之制也。君子勞心，小人勞力，先王之訓也。自上以下，誰敢由心舍力？今我，寡也，爾又在下位，朝夕處事，猶恐忘先人之業。況有怠惰，其何以避辟！吾冀而朝夕修我曰：『必無廢先人。』爾今曰：『胡不自安。』以是承君之官，余懼穆伯之絕嗣也。」仲尼聞之曰：「弟子志之，季氏之婦不淫矣。」,"The queen personally weaves black silk for the ceremonial robe, while the wives of nobles and lords adorn it with ribbons and sashes. The inner wife of a minister wears a great belt, and the wives of gentlemen add their morning robes. From commoners downwards, all wear their husbands' clothes. They gather for rituals and tribute, perform offerings and contributions, with both men and women demonstrating their achievements. If they err, there are consequences; this is the ancient system. The gentleman labors with thought, while the petty person labors with strength; this is the teaching of the former kings. From the highest to the lowest, who dares to abandon effort for ease? Now as for me, being lacking, and you in a subordinate position, dealing with affairs day and night, I still fear forgetting the deeds of my ancestors. Moreover, if one were apathetic, how could one avoid punishment! I hope to diligently cultivate my words day and night: 'One must not neglect the ancestors.' Yet you now say: 'Why not find peace within yourself?' Thus I hold the lord's office, and I fear the extinction of the Mu family’s line.",https://ctext.org/guo-yu/lu-yu-xia,魯語下,,guo-yu,國語,Guo Yu,['Warring States'],-475.0,-221,
15,雜卦,Za Gua,《蠱》則飭也。,Gu makes a new decree.,https://ctext.org/book-of-changes/za-gua,,Za Gua,book-of-changes,周易,Book of Changes,['Western Zhou'],-1046.0,-771,True
20,左周黃列傳,,時連有災異，帝思商言，召舉於顯親殿，問以變眚。舉對曰：「陛下初立，遵脩舊典，興化致政，遠近肅然。頃年以來，稍違於前，朝多寵倖，祿不序德。觀天察人，準今方古，誠可危懼。書曰：『僭恆暘若。』夫僭差無度，則言不從而下不正；陽無以制，則上擾下竭。宜密嚴敕州郡，察彊宗大姦，以時禽討。」其後江淮猾賊周生、徐鳳等處處並起，如舉所陳。,"In times of calamity and unusual events, the Emperor thought of the words of Shang. He summoned Ju to the Hall of Notable Relatives and asked about the changes and misfortunes. Ju replied: 'Your Majesty, upon your ascension, adhered to the old regulations, promoted virtue in governance, and both distant and near regions were orderly. In recent years, there have been slight deviations from this; the court has increased favoritism, and rewards do not follow virtue. Observing heaven and examining people, comparing the present with the past, it is indeed a reason for concern. The Book states: ""Usurp the sun’s brightness like the sun itself."" If usurpation is boundless, then words do not align and the lower ranks are not rectified; without the sun's control, the upper disrupts and the lower exhausts. It is advisable to strictly issue decrees to the provinces, scrutinize powerful clans and grave offenses, and prosecute them in a timely manner.' Subsequently, the rebellious bandits Zhou Sheng, Xu Feng, and others rose up everywhere as Ju had mentioned.",https://ctext.org/hou-han-shu/zuo-zhou-huang-lie-zhuan,左周黃列傳,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
44,小過之,,姤：驅羊就群，佷不肯前。慶季愎諫，子之被患。,"Encounter: Drive the sheep to the herd, yet they are unwilling to move forward. Celebrating the season, the stubbornness advises against it, and you are the one who suffers the consequences.",https://ctext.org/jiaoshi-yilin/xiao-guo-zhi,小過之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
30,項羽本紀,Annals of Xiang Yu,漢王之出滎陽，南走宛、葉，得九江王布，行收兵，復入保成皋。漢之四年，項王進兵圍成皋。漢王逃，獨與滕公出成皋北門，渡河走修武，從張耳、韓信軍。諸將稍稍得出成皋，從漢王。楚遂拔成皋，欲西。漢使兵距之鞏，令其不得西。,"When the Han King left Xingyang, he moved south to Wan and Ye, where he met King Bu of Jiujiang, gathered his troops, and re-entered Baocheng Gao. In the fourth year of Han, the Xiang King advanced his troops to besiege Chenggao. The Han King fled, and alone with Duke Teng exited through the north gate of Chenggao, crossing the river and heading to Xiuwu, joining the armies of Zhang Er and Han Xin. The other generals gradually managed to leave Chenggao and followed the Han King. The Chu then captured Chenggao and aimed to move west. The Han sent troops to defend against them, preventing their westward advance.",https://ctext.org/shiji/xiang-yu-ben-ji,項羽本紀,Annals of Xiang Yu,shiji,史記,Shiji,['Western Han'],-109.0,-91,
228,卷十,Book 10,景到，在午有端與景長，說在端。,"When the scenery arrives, there is stability at noon, and the scenery lengthens, and this is said at the end.",https://ctext.org/mozi/book-10,,Book 10,mozi,墨子,Mozi,"['Spring and Autumn', 'Warring States']",-490.0,-221,
3,辨可下病脈證并治,,問曰：人病有宿食，何以別之？師曰：寸口脈浮而大，按之反澀，尺中亦微而澀，故知有宿食，當下之，宜大承氣湯。,"Question: If a person has retained food, how can it be distinguished? Teacher: The pulse at the cun (寸) position is floating and large, pressing it feels coarse in response, while the pulse at the chi (尺) position is also slightly coarse. Hence, it is known that there is retained food. In this case, one should administer the Da Chengqi Decoction.",https://ctext.org/shang-han-lun/bian-ke-xia-bing-mai-zheng,辨可下病脈證并治,,shang-han-lun,傷寒論,Shang Han Lun,['Eastern Han'],220.0,220,
91,女部,,㜺：白好也。从女贊聲。,Zhu: Good is white. It is praised by the women.,https://ctext.org/shuo-wen-jie-zi/nv-bu,女部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
4,哀公四年,,夏，蔡殺其大夫公孫歸姓、公孫霍。,"In summer, Cai killed his high officials Gongsun Guixing and Gongsun Huo.",https://ctext.org/gongyang-zhuan/ai-gong-si-nian,哀公四年,,gongyang-zhuan,春秋公羊傳,Gongyang Zhuan,['Western Han'],-206.0,9,
38,有司徹,,乃餕，如儐。,Then it becomes like a floating object.,https://ctext.org/yili/you-si-che,有司徹,,yili,儀禮,Yili,['Warring States'],-475.0,-221,
5,釋天,,穀不熟為饑，蔬不熟為饉，果不熟為荒，仍饑為荐。,"Unripe grains lead to famine, unripe vegetables lead to scarcity, unripe fruits lead to desolation, and if still hungry, it is but a sacrifice.",https://ctext.org/er-ya/shi-tian,釋天,,er-ya,爾雅,Er Ya,"['Qin', 'Western Han']",-221.0,9,
10,桑扈之什,Decade Of Sang Hu,有頍者弁、實維在首。爾酒既旨、爾殽既阜。豈伊異人、兄弟甥舅。如彼雨雪、先集維霰。死喪無日、無幾相見。樂酒今夕、君子維宴。,"There are those in the leather caps,Which they wear on their heads.Since your spirits are [so] good,And your viands are [so] abundant,How can they be strangers?They are your brethren, and your relatives by affinity.When there is going to be a fall of snow,There is first the descent of sleet.Death and ruin may come any day,It is not long that you will see one another.Rejoice over your spirits for the present evening;O king, enjoy the feast.",https://ctext.org/book-of-poetry/decade-of-sang-hu,桑扈之什,Decade Of Sang Hu,book-of-poetry,詩經,Book of Poetry,['Western Zhou'],-1046.0,-771,True
