Paragraph,TitleChinese,ChineseText,Chapter Chinese,Book Chinese,Book period,earliest_date,latest_date,name,identity,ChapterYear
7,隱公二年,十有二月，乙卯，夫人子氏薨。,隱公二年,春秋左傳,['Warring States'],-468.0,-300,['夫人子氏'],['去世者'],-721.0
17,宣公八年,陳及晉平，楚師伐陳，取成而還。,宣公八年,春秋左傳,['Warring States'],-468.0,-300,['晋平'],['晋平是晋国的国君'],-601.0
7,隱公六年,五月，庚申，鄭伯侵陳，大獲，往歲，鄭伯請成于陳，陳侯不許，五父諫曰，親仁善鄰，國之寶也，君其許鄭。陳侯曰，宋衛實難，鄭何能為，遂不許。君子曰，善不可失，惡不可長，其陳桓公之謂乎，長惡不悛，從自及也，雖欲救之，其將能乎。商書曰，惡之易也，如火之燎于原，不可鄉邇，其猶可撲滅，周任有言曰，為國家者，見惡如農夫之務去草焉，芟夷蘊崇之，絕其本根，勿使能殖，則善者信矣。,隱公六年,春秋左傳,['Warring States'],-468.0,-300,"['郑国国君', '陈侯', '五父', '君子', '陈桓公', '周任']","['郑国国君是郑国的统治者', '陈侯是陈国的统治者', '五父是劝谏陈侯的人', '君子是评论陈侯行为的人', '陈桓公是陈侯的身份', '周任是被引用的人']",-717.0
7,文公十七年,夏，四月，癸亥，葬聲姜，有齊難，是以緩。,文公十七年,春秋左傳,['Warring States'],-468.0,-300,['声姜'],['声姜是被安葬的人'],-610.0
6,襄公三年,公如晉，始朝也。,襄公三年,春秋左傳,['Warring States'],-468.0,-300,['国君'],['国君是前往晋国上朝的君主'],-570.0
10,哀公二年,吳洩庸如蔡納聘，而稍納師，師畢入，眾知之，蔡侯告大夫殺公子駟以說，哭而遷墓，冬，蔡遷于州來。,哀公二年,春秋左傳,['Warring States'],-468.0,-300,"['泄庸', '蔡侯', '公子駟']","['泄庸是吴国的人，接受了蔡国的聘请', '蔡侯是蔡国的君主', '公子駟是被蔡侯杀死的人']",-493.0
4,宣公七年,冬，公會晉侯，宋公，衛侯，鄭伯，曹伯，于黑壤。,宣公七年,春秋左傳,['Warring States'],-468.0,-300,"['晋侯', '宋公', '卫侯', '郑伯', '曹伯']","['晋侯是晋国的君主', '宋公是宋国的君主', '卫侯是卫国的君主', '郑伯是郑国的君主', '曹伯是曹国的君主']",-602.0
11,文公十二年,秦為令狐之役故，冬，秦伯伐晉，取羈馬，晉人禦之，趙盾將中軍，荀林父佐之，郤缺將上軍，臾駢佐之，欒盾將下軍，胥甲佐之，范無恤御戎，以從秦師于河曲，臾駢曰，秦不能久，請深壘固軍以待之，從之，秦人欲戰，秦伯謂士會曰，若何而戰，對曰，趙氏新出其屬曰臾駢，必實為此謀，將以老我師也，趙有側室曰穿，晉君之婿也，有寵而弱，不在軍事，好勇而狂，且惡臾駢之佐上軍也，若使輕者肆焉，其可，秦伯以璧祈戰于河，十二月，戊午，秦軍掩晉上軍，趙穿追之不及，反，怒曰，裹糧坐甲，固敵是求，敵至不擊，將何俟焉，軍吏曰，將有待也，穿曰我不知謀，將獨出，乃以其屬出，宣子曰，秦獲穿也，獲一卿矣，秦以勝歸，我何以報，乃皆出戰，交綏，秦行人夜戒晉師曰，兩君之士，皆未憖也，明日請相見也，臾駢曰，使者目動而言肆，懼我也，將遁矣，薄諸河，必敗之，胥甲，趙穿，當軍門呼曰，死傷未收而棄之，不惠也，不待期而薄人於險，無勇也，乃止，秦師夜遁，復侵晉，入瑕。,文公十二年,春秋左傳,['Warring States'],-468.0,-300,"['秦伯', '赵盾', '荀林父', '郄缺', '臾騈', '栾盾', '胥甲', '范无恤', '士会', '赵穿', '宣子']","['秦伯是秦国的君主，率军攻打晋国', '赵盾是晋国中军的统帅', '荀林父是晋国中军的辅助者', '郄缺是晋国上军的统帅', '臾騈是晋国上军的辅助者，主张构建深壕固守营地', '栾盾是晋国下军的统帅', '胥甲是晋国下军的辅助者', '范无恤是晋国负责驾驭战车的人', '士会是秦国的谋士，回答秦伯的询问', '赵穿是赵国的侧室，晋国君主的女婿，喜好冒险而粗莽', '宣子是晋国的官员，评论赵穿的行为']",-615.0
12,宣公十八年,公孫歸父以襄仲之立公也，有寵，欲去三桓，以張公室，與公謀而聘于晉，欲以晉人去之，冬，公薨，季文子言於朝曰，使我殺適立庶，以失大援者，仲也夫，臧宣叔怒曰，當其時，不能治也，後之人何罪，子欲去之，許請去之，遂逐東門氏，子家還及笙，壇帷，復命於介，既復命，袒括髮，即位哭，三踊而出，遂奔齊，書曰，歸父還自晉，善之也。,宣公十八年,春秋左傳,['Warring States'],-468.0,-300,"['公孙归父', '襄仲', '季文子', '臧宣叔', '国君', '子家']","['公孙归父是国君的支持者，想要除掉三桓家族以巩固国君的地位', '襄仲协助公孙归父立了国君', '季文子在朝堂上发言，指责襄仲的行为', '臧宣叔对季文子的指责感到愤怒，并驱逐了东门氏', '国君是公孙归父和襄仲立的君主', '子家返回并带回了涉及晋国协议的礼物和报捷伞']",-591.0
10,隱公七年,初，戎朝于周，發幣于公卿，凡伯弗賓，冬，王使凡伯來聘，還，戎伐之于楚丘，以歸。,隱公七年,春秋左傳,['Warring States'],-468.0,-300,"['戎族', '周天子', '凡伯', '周王']","['戎族是朝见周天子的部族', '周天子是被戎族朝见的君主', '凡伯是没有承受戎族赏赐的公卿', '周王是派凡伯访问戎族的君主']",-716.0
2,昭公元年,三月取鄆。,昭公元年,春秋左傳,['Warring States'],-468.0,-300,[],[],-541.0
1,莊公十四年,夏，單伯會伐宋。,莊公十四年,春秋左傳,['Warring States'],-468.0,-300,['单伯'],['单伯是攻打宋国的指挥者'],-680.0
0,定公十三年,十有三年，春，齊侯，衛侯，次于垂葭。,定公十三年,春秋左傳,['Warring States'],-468.0,-300,"['齐国国君', '卫国国君']","['齐国国君是齐国的统治者', '卫国国君是卫国的统治者']",-497.0
3,莊公二十一年,冬，十有二月，葬鄭厲公。,莊公二十一年,春秋左傳,['Warring States'],-468.0,-300,['郑厉公'],['郑厉公是去世的郑国国君'],-673.0
5,宣公元年,公子遂如齊。,宣公元年,春秋左傳,['Warring States'],-468.0,-300,['公子'],['公子是前往齐国的人'],-608.0
11,哀公六年,齊陳乞偽事高國者，每朝必驂乘焉，所從必言，諸大夫曰，彼皆偃蹇，將棄子之命，皆曰，高國得君，必偪我，盍去諸，固將謀子，子早圖之，圖之莫如盡滅之，需事之下也，及朝，則曰，彼虎狼也，見我在子之側，殺我無日矣，請就之位，又謂諸大夫曰，二子者禍矣，恃得君而欲謀二三子，曰，國之多難，貴寵之由，盡去之而後君定，既成謀矣，盍及其未作也，先諸作而後悔，亦無及也，大夫從之，夏，六月，戊辰，陳乞鮑牧及諸大夫以甲入于公宮，昭子聞之，與惠子乘如公，戰于莊，敗，國人追之，國夏奔莒，遂及高張晏圉，弦施來奔。,哀公六年,春秋左傳,['Warring States'],-468.0,-300,"['陈乞', '高国', '鲍牧', '昭子', '惠子']","['陈乞是齐国的大夫，假装为高国办事', '高国是齐国的大夫，受到其他大夫的忌惮', '鲍牧是齐国的大夫，与陈乞等人一起带兵闯入国都', '昭子是齐国的大夫，与惠子一起赶往君王处抵抗', '惠子是齐国的大夫，与昭子一起赶往君王处抵抗']",-489.0
0,成公十四年,十有四年，春，王正月，莒子朱卒。,成公十四年,春秋左傳,['Warring States'],-468.0,-300,['朱'],['莒国的国君'],-577.0
2,莊公十二年,秋，八月，甲午，宋萬弒其君捷，及其大夫仇牧。,莊公十二年,春秋左傳,['Warring States'],-468.0,-300,"['宋万', '捷', '仇牧']","['宋万是宋国的臣子，杀了国君捷和大夫仇牧', '捷是宋国的国君，被宋万杀了', '仇牧是宋国的大夫，被宋万杀了']",-682.0
6,昭公三年,北燕伯款出奔齊。,昭公三年,春秋左傳,['Warring States'],-468.0,-300,['伯款'],['伯款是北燕的逃亡者'],-539.0
5,莊公十四年,鄭厲公自櫟侵鄭，及大陵，獲傅瑕，傅瑕曰，苟舍我，吾請納君，與之盟而赦之，六月，甲子，傅瑕殺鄭子，及其二子，而納厲公，初，內蛇與外蛇鬥於鄭南門中，內蛇死，六年而厲公入，公聞之，問於申繻曰，猶有妖乎，對曰，人之所忌，其氣燄以取之，妖由人興也，人無釁焉，妖不自作，人棄常，則妖興，故有妖，厲公入，遂殺傅瑕，使謂原繁曰，傅瑕貳，周有常刑，既伏其罪矣，納我而無二心者，吾皆許之，上大夫之事，吾願與伯父圖之，且寡人出，伯父無裡言，入，又不念寡人，寡人憾焉，對曰，先君桓公，命我先人，典司宗祏，社稷有主，而外其心，其何貳如之，苟主社稷，國內之民，其誰不為臣，臣無二心，天之制也，子儀在位，十四年矣，而謀召君者，庸非二乎，莊公之子，猶有八人，若皆以官爵行賂勸貳，而可以濟事，君其若之何，臣聞命矣，乃縊而死。,莊公十四年,春秋左傳,['Warring States'],-468.0,-300,"['郑厉公', '傅瑕', '申繻', '原繁', '桓公', '子仪', '庄公']","['郑厉公是郑国的国君，曾被傅瑕迎入城', '傅瑕是被郑厉公抓获并利用的人，后被郑厉公杀死', '申繻是郑国的官员，回答国君关于妖异之事的人', '原繁是郑国的官员，与郑厉公商议上大夫职位的人', '桓公是原繁的先人，曾命令原繁的先人负责宗庙之事', '子仪是曾密谋召君的人，被原繁提及', '庄公是郑国的前任国君，子仪是其子']",-680.0
8,宣公十四年,冬，公孫歸父會齊侯于穀，見晏桓子，與之言魯樂，桓子告高宣子，曰，子家其亡乎，懷於魯矣，懷必貪，貪必謀人，謀人，人亦謀己，一國謀之，何以不亡。,宣公十四年,春秋左傳,['Warring States'],-468.0,-300,"['公孙归父', '齐侯', '晏桓子', '高宣子']","['公孙归父是与齐侯会面的人', '齐侯是与公孙归父会面的人', '晏桓子是被公孙归父拜访并谈论鲁国音乐的人', '高宣子是晏桓子告诉关于鲁国音乐谈话的人']",-595.0
7,定公二年,邾莊公與夷射姑飲酒，私出，閽乞肉焉，奪之杖以敲之。,定公二年,春秋左傳,['Warring States'],-468.0,-300,"['邾庄公', '夷射姑']","['邾庄公是参与喝酒的人', '夷射姑是参与喝酒的人']",-508.0
3,宣公十一年,秋，晉侯會狄于欑函。,宣公十一年,春秋左傳,['Warring States'],-468.0,-300,['晋侯'],['晋侯是与狄族会面的人'],-598.0
2,昭公十七年,秋，郯子來朝。,昭公十七年,春秋左傳,['Warring States'],-468.0,-300,['郯子'],['郯子是来朝见的人'],-525.0
10,僖公三十三年,隕霜不殺草，李梅實。,僖公三十三年,春秋左傳,['Warring States'],-468.0,-300,[],[],-627.0
7,文公五年,初，鄀叛楚即秦，又貳於楚，夏，秦人入鄀。,文公五年,春秋左傳,['Warring States'],-468.0,-300,['鄀国'],['鄀国是一个国家，不是个人'],-622.0
19,成公十八年,夏，六月，鄭伯侵宋，及曹門外，遂會楚子伐宋，取朝郟，楚子辛，鄭皇辰，侵城郜，取幽丘，同伐彭城，納宋魚石，向為人，鱗朱，向帶，魚府焉，以三百乘戍之而還，書曰復入，凡去其國，國逆而立之曰入，復其位曰復歸，諸侯納之曰歸，以惡曰復入，宋人患之，西鉏吾曰，何也，若楚人與吾同惡，以德於我，吾固事之也，不敢貳矣，大國無厭，鄙我猶憾，不然，而收吾憎，使贊其政，以間吾釁，亦吾患也，今將崇諸侯之姦，而披其地，以塞夷庚，逞姦而攜服，毒諸侯而懼吳晉，吾庸多矣，非吾憂也，且事晉何為，晉必恤之。,成公十八年,春秋左傳,['Warring States'],-468.0,-300,"['郑伯', '楚子', '子辛', '皇辰', '鱼石', '向向', '鱗朱', '向带', '西鉏吾']","['郑伯是郑国的君主', '楚子是楚国的君主', '子辛是楚国的将领', '皇辰是郑国的将领', '鱼石是宋国的官员', '向向是宋国的官员', '鱗朱是宋国的官员', '向带是宋国的官员', '西鉏吾是宋国的官员']",-573.0
0,文公十五年,十有五年，春，季孫行父如晉。,文公十五年,春秋左傳,['Warring States'],-468.0,-300,['季孙行父'],['鲁国的使者'],-612.0
1,文公四年,夏，逆婦姜于齊。,文公四年,春秋左傳,['Warring States'],-468.0,-300,"['夏桀王', '姜氏']","['姜氏是夏桀王的妻子', '姜氏是夏桀王的妻子']",-623.0
14,文公九年,毛伯衛來求金，非禮也，不書王命，未葬也。,文公九年,春秋左傳,['Warring States'],-468.0,-300,['毛伯卫'],['请求金钱者'],-618.0
10,哀公十四年,秋，晉趙鞅帥師伐衛，八月，辛丑，仲孫何忌卒。,哀公十四年,春秋左傳,['Warring States'],-468.0,-300,"['赵鞅', '仲孙何忌']","['赵鞅是晋国的将领', '仲孙何忌是去世的人物']",-481.0
4,襄公六年,莒人滅鄫。,襄公六年,春秋左傳,['Warring States'],-468.0,-300,[],[],-567.0
1,襄公元年,仲孫蔑會晉欒黶，宋華元，衛甯殖，曹人，莒人，邾人，滕人，宋人，薛人，圍宋彭城。,襄公元年,春秋左傳,['Warring States'],-468.0,-300,"['仲孙蔑', '栾黶', '华元', '宁殖']","['参与包围宋国彭城的行动', '参与包围宋国彭城的行动', '参与包围宋国彭城的行动', '参与包围宋国彭城的行动']",-572.0
4,僖公三十二年,冬，十有二月，己卯，晉侯重耳卒。,僖公三十二年,春秋左傳,['Warring States'],-468.0,-300,['晋侯重耳'],['晋侯重耳是晋国的国君'],-628.0
22,成公十八年,七月，宋老佐，華喜，圍彭城，老佐卒焉，八月，邾宣公來朝，即位而來見也。,成公十八年,春秋左傳,['Warring States'],-468.0,-300,"['老佐', '华喜', '宣公']","['老佐是宋国的人物', '华喜是宋国的人物', '宣公是邾国的国君']",-573.0
11,僖公十九年,梁亡，不書其主，自取之也，初，梁伯好土功，亟城而弗處，民罷而弗堪，則曰，某寇將至，乃溝公宮，曰，秦將襲我，民懼而潰，秦遂取梁。,僖公十九年,春秋左傳,['Warring States'],-468.0,-300,['梁国国君'],['梁国的统治者，因大兴土木导致百姓劳累，最终导致梁国灭亡'],-641.0
7,莊公九年,九年，春，雍廩殺無知。,莊公九年,春秋左傳,['Warring States'],-468.0,-300,"['雍廩', '无知']","['雍廩是杀死无知的人', '无知是被雍廩杀死的人']",-685.0
2,哀公十七年,晉趙鞅使告于衛曰，君之在晉也，志父為主，請君若大子來，以免志父，不然，寡君其曰，志父之為也，衛侯辭以難，大子又使椓之，夏，六月，趙鞅圍衛，齊國觀，陳瓘，救衛，得晉人之致師者，子玉使服而見之，曰，國子實執齊柄，而命瓘曰，無辟晉師，豈敢廢命，子又何辱，簡子曰，我卜伐衛，未卜與齊戰，乃還。,哀公十七年,春秋左傳,['Warring States'],-468.0,-300,"['赵鞅', '志父', '卫侯', '太子', '观', '陈瓘', '子玉', '简子']","['赵鞅是晋国的官员', '志父是卫国的代理国君', '卫侯是卫国的国君', '太子是卫国的太子', '观是齐国的官员', '陈瓘是齐国的官员', '子玉是晋国的官员', '简子是晋国的官员']",-478.0
10,隱公五年,夏葬衛桓公，衛亂，是以緩。,隱公五年,春秋左傳,['Warring States'],-468.0,-300,['卫桓公'],['卫桓公是被埋葬的人'],-718.0
2,昭公二十九年,夏，四月，庚子，叔詣卒。,昭公二十九年,春秋左傳,['Warring States'],-468.0,-300,['叔詣'],['去世者'],-513.0
2,襄公二十七年,衛殺其大夫甯喜。,襄公二十七年,春秋左傳,['Warring States'],-468.0,-300,"['卫懿公', '宁喜']","['卫懿公是卫国的君主', '宁喜是卫国的高级官员']",-546.0
7,哀公五年,夏，趙鞅伐衛，范氏之故也，遂圍中牟。,哀公五年,春秋左傳,['Warring States'],-468.0,-300,"['赵鞅', '范氏']","['赵鞅是发动对卫国讨伐的领导者', '范氏是导致赵鞅发动对卫国讨伐的原因']",-490.0
7,昭公十二年,冬，十月，公子憖出奔齊。,昭公十二年,春秋左傳,['Warring States'],-468.0,-300,['公子憖'],['逃亡者'],-530.0
21,襄公十九年,齊慶封圍高唐弗克，冬，十一月，齊侯圍之，見衛在城上，號之乃下，問守備焉，以無備告，揖之，乃登，聞師將傅，食高唐也，殖綽，工僂，會，夜縋納師，醢衛于軍。,襄公十九年,春秋左傳,['Warring States'],-468.0,-300,"['齐庆封', '齐国国君', '殖綽', '工僂', '会']","['齐庆封是齐国的将领', '齐国国君是齐国的统治者', '殖綽是参与夜袭的将领', '工僂是参与夜袭的将领', '会是参与夜袭的将领']",-554.0
24,定公八年,鄭駟歂嗣子大叔為政。,定公八年,春秋左傳,['Warring States'],-468.0,-300,"['郑骍', '叔叔']","['郑骍是被叔叔掌权治理的继承人', '叔叔是郑骍的继承人并掌权治理']",-502.0
20,襄公二十四年,吳人為楚舟師之役故，召舒鳩人，舒鳩人叛楚，楚子師于荒浦，使沈尹壽與師祁犁讓之，舒鳩子敬逆二子，而告無之，且請受盟，二子復命，王欲伐之，薳子曰，不可，彼告不叛，且請受盟，而又伐之，伐無罪也，姑歸息民，以待其卒，卒而不貳，吾又何求，若猶叛我，無辭，有庸，乃還。,襄公二十四年,春秋左傳,['Warring States'],-468.0,-300,"['沈尹寿', '师祁犁', '舒鳩子敬', '薳子']","['楚国的使者', '楚国的使者', '舒鳩的代表', '楚国的官员']",-549.0
2,桓公十八年,夏，四月，丙子，公薨于齊，丁酉，公之喪至自齊。,桓公十八年,春秋左傳,['Warring States'],-468.0,-300,['国君'],['在齐国去世的国君'],-694.0
9,莊公二十五年,晉士蒍使群公子，盡殺游氏之族，乃城聚而處之，冬，晉侯圍聚，盡殺群公子。,莊公二十五年,春秋左傳,['Warring States'],-468.0,-300,"['蒍', '游氏', '晋侯']","['蒍是晋国的官员', '游氏是被蒍派遣的公子们杀光的一族', '晋侯是包围并杀掉所有公子们的人']",-669.0
10,宣公五年,楚子伐鄭，陳及楚平，晉荀林父救鄭伐陳。,宣公五年,春秋左傳,['Warring States'],-468.0,-300,"['楚国国君', '荀林父']","['楚国国君是楚国的统治者，率军进攻郑国', '荀林父是晋国的将领，救援郑国并进攻陈国']",-604.0
12,昭公十二年,夏，宋華定來聘，通嗣君也，享之，為賦蓼蕭，弗知，又不荅賦，昭子曰，必亡，宴語之不懷，寵光之不宣，令德之不知，同福之不受，將何以在。,昭公十二年,春秋左傳,['Warring States'],-468.0,-300,"['华定', '通嗣君', '昭子']","['华定是通嗣君的后代', '通嗣君是华定的祖先', '昭子是评论者']",-530.0
0,文公十三年,十有三年，春，王正月。,文公十三年,春秋左傳,['Warring States'],-468.0,-300,['王历'],['王历是一个与时间相关的概念或制度，可能是某个王朝的历法'],-614.0
2,宣公八年,辛巳，有事于大廟，仲遂卒于垂，壬午，猶繹，萬入，去籥。,宣公八年,春秋左傳,['Warring States'],-468.0,-300,"['仲遂', '万']","['仲遂在垂死去', '万与仲遂一起进入并离开']",-601.0
4,襄公二十九年,仲孫羯會晉荀盈，齊高止，宋華定，衛世叔儀，鄭公孫段，曹人，莒人，滕人，薛人，小邾人，城杞。,襄公二十九年,春秋左傳,['Warring States'],-468.0,-300,"['仲孙羯', '荀盈', '高止', '华定', '世叔仪', '公孙段']","['仲孙羯是参与在杞国修筑城墙的人', '荀盈是晋国的参与在杞国修筑城墙的人', '高止是齐国的参与在杞国修筑城墙的人', '华定是宋国的参与在杞国修筑城墙的人', '世叔仪是卫国的参与在杞国修筑城墙的人', '公孙段是郑国的参与在杞国修筑城墙的人']",-544.0
9,昭公八年,八年，春，石言于晉魏榆，晉侯問於師曠曰，石何故言，對曰石不能言，或馮焉，不然，民聽濫也，抑臣又聞之曰，作事不時，怨讟動于民，則有非言之物而言，今宮室崇侈，民力彫盡，怨讟並作，莫保其性，石言不亦宜乎，於是晉侯方築虒祁之宮，叔向曰，子野之言君子哉，君子之言，信而有徵，故怨遠於其身，小人之言僭而無徵，故怨咎及之，詩曰，哀哉不能言，匪舌是出，唯躬是瘁，哿矣能言，巧言如流，俾躬處休，其是之謂乎，是宮也成，諸侯必叛，君必有咎，夫子知之矣。,昭公八年,春秋左傳,['Warring States'],-468.0,-300,"['晋侯', '师曠', '叔向', '子野']","['晋侯是晋国的君主', '师曠是晋国的乐师或顾问', '叔向是晋国的官员或贵族', '子野是师曠的别称或尊称']",-534.0
5,僖公三十一年,狄圍衛，十有二月，衛遷于帝丘。,僖公三十一年,春秋左傳,['Warring States'],-468.0,-300,[],[],-629.0
7,襄公八年,冬，楚公子貞帥師伐鄭。,襄公八年,春秋左傳,['Warring States'],-468.0,-300,['公子贞'],"['楚国的公子', '楚国军队的统帅']",-565.0
2,昭公四年,楚人執徐子。,昭公四年,春秋左傳,['Warring States'],-468.0,-300,['徐子'],['被楚国人抓住的人'],-538.0
0,襄公十二年,十有二年，春，王二月，莒人伐我東鄙，圖台，季孫宿帥師救台，遂入鄆。,襄公十二年,春秋左傳,['Warring States'],-468.0,-300,['季孙宿'],['鲁国的将领'],-561.0
12,襄公十六年,秋，齊侯圍郕，孟孺子速徼之，齊侯曰，是好勇，去之以為之名，速遂塞海陘而還。,襄公十六年,春秋左傳,['Warring States'],-468.0,-300,"['齐侯', '孟孺子速']","['齐侯是齐国的君主', '孟孺子速是郕国的使者']",-557.0
12,昭公十三年,冬，十月，葬蔡靈公，禮也。,昭公十三年,春秋左傳,['Warring States'],-468.0,-300,['蔡灵公'],['蔡灵公是被下葬的人'],-529.0
14,成公十五年,十一月，會吳于鍾離，始通吳也。,成公十五年,春秋左傳,['Warring States'],-468.0,-300,"['吴', '钟离']","['吴是一个国家或政权的代表', '钟离是一个国家或政权的代表']",-576.0
8,隱公十年,蔡人，衛人，郕人，不會王命。,隱公十年,春秋左傳,['Warring States'],-468.0,-300,['王'],['蔡国、卫国、郕国的人不服从王的命令'],-713.0
16,文公十四年,六月，同盟于新城，從於楚者服，且謀邾也。,文公十四年,春秋左傳,['Warring States'],-468.0,-300,[],[],-613.0
16,襄公二十四年,齊侯既伐晉而懼，將欲見楚子，楚子使薳啟彊如齊聘，且請期，齊社蒐軍實，使客觀之，陳文子曰，齊將有寇，吾聞之，兵不戢，必取其族。,襄公二十四年,春秋左傳,['Warring States'],-468.0,-300,"['齐侯', '楚子', '薳启强', '陈文子']","['齐侯是齐国的君主', '楚子是楚国的君主', '薳启强是楚子派遣的使者', '陈文子是齐国的官员']",-549.0
21,襄公二十六年,齊人城郟之歲，其夏，齊烏餘以廩丘奔晉，襲衛羊角取之。遂襲我高魚，有大雨自其竇入。介于其庫，以登其城，克而取之，又取邑于宋，於是范宣子卒，諸侯弗能治也，及趙文子為政，乃卒治之，文子言於晉侯曰，晉為盟主，諸侯或相侵也，則討而使歸其地，今烏餘之邑，皆討類也，而貪之，是無以為盟主也，請歸之，公曰，諾，孰可使也，對曰，胥梁帶能無用師，晉侯使往。,襄公二十六年,春秋左傳,['Warring States'],-468.0,-300,"['乌馀', '范宣子', '赵文子', '晋侯', '胥梁带']","['乌馀是齐国的人，后来投奔晋国并袭击卫国和鲁国的地方', '范宣子是去世的诸侯，无法治理乌馀的侵占行为', '赵文子是晋国的权力掌握者，处理乌馀侵占事件', '晋侯是晋国的君主，听取赵文子的建议', '胥梁带是被派遣去处理乌馀侵占事件的人']",-547.0
1,哀公十九年,夏，楚公子慶，公孫寬，追越師，至冥，不及，乃還。,哀公十九年,春秋左傳,['Warring States'],-468.0,-300,"['公子庆', '公孙宽']","['楚国的公子', '楚国的公孙']",-476.0
10,文公十年,厥貉之會，麇子逃歸。,文公十年,春秋左傳,['Warring States'],-468.0,-300,['麋子'],['麋子是厥貉之会的参与者'],-617.0
10,成公十年,晉侯夢大厲，被髮及地，搏膺而踊曰，殺余孫不義，余得請於帝矣，壞大門及寢門而入，公懼，入于室，又壞戶，公覺，召桑田巫，巫言如夢，公曰，何如，曰，不食新矣，公疾病，求醫于秦，秦伯使醫緩為之，未至，公夢疾為二豎子曰，彼良醫也，懼傷我，焉逃之，其一曰，居肓之上，膏之下，若我何，醫至，曰，疾不可為也，在肓之上，膏之下，攻之不可，達之不及，藥不至焉，不可為也，公曰，良醫也，厚為之禮而歸之，六月，丙午，晉侯欲麥，使甸人獻麥，饋人為之，召桑田巫，示而殺之，將食，張，如廁，陷而卒，小臣有晨夢負公以登天，及日中，負晉侯出諸廁，遂以為殉。,成公十年,春秋左傳,['Warring States'],-468.0,-300,"['晋侯', '桑田的巫师', '秦伯', '医缓', '小臣']","['晋侯是梦见大鬼的人', '桑田的巫师是被晋侯召来解释梦境的人', '秦伯是派医生医缓来治病的人', '医缓是秦伯派来为晋侯治病的医生', '小臣是梦见用肩膀背着晋侯登上天堂的人']",-581.0
23,宣公十年,師伐邾，取繹。,宣公十年,春秋左傳,['Warring States'],-468.0,-300,[],[],-599.0
11,哀公十三年,十有二月，螽。,哀公十三年,春秋左傳,['Warring States'],-468.0,-300,[],[],-482.0
4,昭公三十年,三十年，春，王正月，公在乾侯，不先書鄆與乾侯，非公，且徵過也。,昭公三十年,春秋左傳,['Warring States'],-468.0,-300,"['王历', '国君']","['王历是一个时间标记，可能是指某个特定的年份或纪年', '国君是指某个国家的君主，可能是指当时的统治者']",-512.0
1,桓公元年,三月，公會鄭伯于垂，鄭伯以璧假許田。,桓公元年,春秋左傳,['Warring States'],-468.0,-300,['郑伯'],['郑伯是召集诸侯的人'],-711.0
10,昭公二十四年,夏，五月，乙未，朔，日有食之，梓慎曰，將水，昭子曰，旱也，日過分，無陽猶不克，克必甚，能無旱乎，陽不克莫，將積聚也。,昭公二十四年,春秋左傳,['Warring States'],-468.0,-300,"['梓慎', '昭子']","['梓慎是预言大水的人', '昭子是预言干旱的人']",-518.0
2,莊公二年,秋，七月，齊王姬卒。,莊公二年,春秋左傳,['Warring States'],-468.0,-300,['姬氏'],['齐国的国王'],-692.0
6,昭公二十二年,冬，十月，王子猛卒。,昭公二十二年,春秋左傳,['Warring States'],-468.0,-300,['王子'],['王子是一个身份不明的贵族或皇室成员'],-520.0
12,成公六年,二月，季文子以鞍之功立武宮，非禮也，聽於人以救其難，不可以立武，立武由己，非由人也。,成公六年,春秋左傳,['Warring States'],-468.0,-300,['季文子'],['季文子是因为鞍之功而建立武宫的人'],-585.0
2,哀公十二年,公會吳于橐皋。,哀公十二年,春秋左傳,['Warring States'],-468.0,-300,[],[],-483.0
